Name,Type,Breed,Breed_Corrected,Color,Color_Corrected,Sex,Size,Date Of Birth,Impound Number,Kennel Number,Animal ID,Intake Date,Outcome Date,Days in Shelter,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Intake Condition,Outcome Condition,Intake Jurisdiction,Outcome Jurisdiction,Outcome Zip Code,Location,Count,Zip Codes
*TIKI,CAT,DOMESTIC MH,DOMESTIC MH,TORTIE,TORTIE,Spayed,SMALL,4/5/2023,K23-045922,CA02,A420156,9/5/2023,9/28/2023,23,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.34933, -122.69228)",1,1829
*TYRA,OTHER,CALIFORNIAN/MIX,CALIFORNIAN,SEAL PT,SEAL PT,Spayed,SMALL,2/10/2023,K23-045657,CA01,A419517,8/8/2023,11/2/2023,86,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95436,"95436(38.47872, -122.890155)",1,23747
*DONTE,CAT,DOMESTIC MH,DOMESTIC MH,WHITE/BLACK,WHITE,Neutered,KITTN,8/5/2023,K23-046270,LOBBY,A420771,9/29/2023,11/2/2023,34,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366, -122.7246163)",1,26075
*SLY,CAT,DOMESTIC MH,DOMESTIC MH,BLACK,BLACK,Neutered,KITTN,7/29/2023,K23-046245,LOBBY,A420727,9/27/2023,11/3/2023,37,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,VOLUNTEER,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
*MAPLE,DOG,PIT BULL,PIT BULL,BROWN/WHITE,BROWN,Spayed,MED,11/23/2018,K23-043710,DA01,A407272,1/27/2023,11/3/2023,280,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1,31428
*CAMMY,CAT,DOMESTIC MH,DOMESTIC MH,BLUE CREAM,BLUE CREAM,Spayed,SMALL,9/13/2021,K23-045838,CA02,A420011,8/29/2023,11/3/2023,66,STRAY,OVER THE COUNTER,ADOPTION,VOLUNTEER,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
MILLIE,DOG,GERM SHEPHERD,GERM SHEPHERD,BLACK/BROWN,BLACK,Spayed,LARGE,3/26/2022,K23-045800,DA07,A419896,8/24/2023,11/3/2023,71,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1,26080
MAYA,DOG,FRENCH BULLDOG/CHIHUAHUA SH,FRENCH BULLDOG,BR BRINDLE,BR BRINDLE,Spayed,SMALL,2/26/2021,K22-042165,MAC,A412751,8/5/2022,8/27/2022,22,STRAY,OVER THE COUNTER,ADOPTION,MOB EVENT,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366, -122.7246163)",1,26075
*RICA,CAT,DOMESTIC SH,DOMESTIC SH,GRAY TABBY/WHITE,GRAY TABBY,Spayed,KITTN,7/20/2023,K23-046533,LOBBY,A421397,10/20/2023,11/4/2023,15,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94515,"94515(38.5818482, -122.5799026)",1,574
*BELLE GRANDE,DOG,TOY FOX TERRIER/MIX,TOY FOX TERRIER,BROWN/WHITE,BROWN,Spayed,SMALL,11/3/2020,K23-046272,DA01,A420780,9/29/2023,11/4/2023,36,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94945,"94945(38.1108723, -122.5692109)",1,1839
*GOOSE,CAT,DOMESTIC SH,DOMESTIC SH,GRAY TABBY,GRAY TABBY,Neutered,KITTN,4/22/2023,K23-046152,WESTFARM,A420515,9/22/2023,10/27/2023,35,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928,"94928(38.3499842, -122.6928413)",1,1829
*PAPRIKA,DOG,REDBONE HOUND,REDBONE HOUND,BROWN/TAN,BROWN,Spayed,PUPPY,5/21/2023,K23-046111,DA13,A420435,9/14/2023,11/4/2023,51,STRAY,FLD_STRAY,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541355, -122.80026)",1,31428
*RAMA,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY,BRN TABBY,Neutered,SMALL,3/1/2023,K23-045891,CA02,A420108,9/1/2023,11/4/2023,64,CONFISCATE,FIELD,ADOPTION,WALKIN,HEALTHY,TREATABLE/REHAB,COUNTY,*ROHNERT PARK,94928,"94928(38.3499842, -122.6928413)",1,1829
*POSH-SPICE,DOG,CHIHUAHUA LH/MIX,CHIHUAHUA LH,WHITE/TAN,WHITE,Spayed,SMALL,11/2/2021,K23-046438,DA35,A421160,10/12/2023,11/4/2023,23,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL-V,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492,"95492(38.541355, -122.80026)",1,31428
*BURTON,CAT,DOMESTIC SH,DOMESTIC SH,ORG TABBY,ORG TABBY,Neutered,KITTN,7/29/2023,K23-045845,LOBBY,A420018,8/29/2023,11/4/2023,67,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1,26080
*SPORTY-SPICE,DOG,CHIHUAHUA SH/MIX,CHIHUAHUA SH,BROWN/TAN,BROWN,Spayed,SMALL,10/17/2020,K23-046489,DA06,A421282,10/17/2023,11/4/2023,18,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)",1,26076
*MANDI,CAT,DOMESTIC MH,DOMESTIC MH,TORTIE,TORTIE,Spayed,KITTN,7/29/2023,K23-046244,LOBBY,A420726,9/27/2023,11/4/2023,38,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
*NACHO,DOG,TOY FOX TERRIER/MIX,TOY FOX TERRIER,WHITE/TAN,WHITE,Neutered,PUPPY,8/3/2023,K23-046273,DA07,A420781,9/29/2023,11/7/2023,39,STRAY,OVER THE COUNTER,ADOPTION,FB SCAS,HEALTHY,HEALTHY,COUNTY,COUNTY,95404,"95404(38.44511, -122.708)",1,26077
MISSY,CAT,DOMESTIC MH,DOMESTIC MH,CALICO/BRN TABBY,CALICO,Spayed,KITTN,7/29/2023,K23-046240,LOBBY,A420722,9/27/2023,11/4/2023,38,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)",1,26076
MOZ,CAT,DOMESTIC MH,DOMESTIC MH,BLACK/WHITE,BLACK,Neutered,SMALL,8/24/2023,K23-046377,CA03,A421034,10/8/2023,11/7/2023,30,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)",1,26076
PENNY,CAT,DOMESTIC SH,DOMESTIC SH,BLACK,BLACK,Spayed,KITTN,8/7/2023,K23-046370,LOBBY,A421021,10/7/2023,11/2/2023,26,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1,26078
*PEPPERMINT,CAT,DOMESTIC SH,DOMESTIC SH,BLACK/WHITE,BLACK,Spayed,KITTN,8/19/2023,K23-046180,LOBBY,A420577,9/22/2023,11/7/2023,46,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,COUNTY,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
*GINGER-SPICE,DOG,PARSON RUSS TER/MIX,PARSON RUSS TER,TRICOLOR,TRICOLOR,Spayed,SMALL,10/11/2021,K23-046424,DA06,A421108,10/11/2023,11/7/2023,27,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,*HEALDSBURG,95448,"95448(38.613965, -122.869825)",1,31016
*PISTACHIO,CAT,DOMESTIC MH,DOMESTIC MH,BRN TABBY/WHITE,BRN TABBY,Neutered,KITTN,8/19/2023,K23-046182,LOBBY,A420579,9/22/2023,11/7/2023,46,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL-V,UNKNOWN,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541355, -122.80026)",1,31428
*SHERLOCK,DOG,TR WALKER HOUND/MIX,TR WALKER HOUND,RED/WHITE,RED,Neutered,MED,2/27/2023,K23-046044,DA33,A420348,9/12/2023,11/7/2023,56,STRAY,FLD_STRAY,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,94515,"94515(38.5818482, -122.5799026)",1,574
MR.PIG,OTHER,POTBELLY PIG,POTBELLY PIG,BROWN/BLACK,BROWN,Male,MED,2/9/2023,K23-045435,LS03,A419117,7/18/2023,11/7/2023,112,STRAY,FIELD,ADOPTION,INSTAGRAM,UNKNOWN,HEALTHY,COUNTY,COUNTY,94952,"94952(38.237, -122.640695)",1,11138
BOBBIE,DOG,ROTTWEILER/MIX,ROTTWEILER,BLACK/WHITE,BLACK,Neutered,LARGE,9/26/2017,K23-046231,DA01,A420702,9/26/2023,11/7/2023,42,STRAY,FLD_STRAY,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*COTATI,94931,"94931(38.3260186, -122.706422)",1,1832
*QUAN,CAT,SIAMESE,SIAMESE,SEAL PT,SEAL PT,Neutered,SMALL,10/11/2022,K23-046428,CA02,A421120,10/11/2023,11/7/2023,27,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)",1,26076
*CORKY,DOG,CHIHUAHUA LH/MIX,CHIHUAHUA LH,CREAM,CREAM,Spayed,TOY,11/7/2018,K23-046086,DA23,A420407,9/14/2023,11/7/2023,54,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL-V,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95403,"95403(38.4716444, -122.7398255)",1,26076
PEPI,CAT,DOMESTIC SH,DOMESTIC SH,BLACK/WHITE,BLACK,Spayed,SMALL,3/26/2021,K23-046189,CA02,A420612,9/22/2023,11/8/2023,47,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95446,"95446(38.503755, -122.9935)",1,23755
GOMEZ,CAT,DOMESTIC SH,DOMESTIC SH,GRAY TABBY/WHITE,GRAY TABBY,Neutered,KITTN,4/22/2023,K23-046153,WESTFARM,A420516,9/22/2023,11/1/2023,40,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
*FLIP,CAT,DOMESTIC MH,DOMESTIC MH,BLACK,BLACK,Spayed,KITTN,7/3/2023,K23-045725,WESTFARM,A419698,8/16/2023,11/4/2023,80,STRAY,OVER THE COUNTER,ADOPTION,WESTFARM,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
MAX,DOG,LHASA APSO/MIX,LHASA APSO,WHITE,WHITE,Neutered,SMALL,5/30/2020,K21-040076,DA23,A407707,11/9/2021,12/3/2021,24,STRAY,PHONE,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405,"95405(38.443415, -122.69178)",1,26078
*MEADOW,CAT,DOMESTIC SH,DOMESTIC SH,BLACK,BLACK,Spayed,SMALL,9/13/2022,K23-046055,CA02,A420375,9/13/2023,11/9/2023,57,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492,"95492(38.541355, -122.80026)",1,31428
*OAKLEY,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY,BRN TABBY,Neutered,KITTN,6/20/2023,K23-046149,CA02,A420506,10/10/2023,11/9/2023,30,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.44366, -122.7246163)",1,26075
*WOODY,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY,BRN TABBY,Neutered,KITTN,6/20/2023,K23-046146,CA02,A420503,10/10/2023,11/9/2023,30,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95401,"95401(38.44366, -122.7246163)",1,26075
*SAUL,CAT,DOMESTIC MH,DOMESTIC MH,GRAY TABBY,GRAY TABBY,Neutered,KITTN,7/22/2023,K23-045717,LOBBY,A419671,8/15/2023,11/9/2023,86,STRAY,OVER THE COUNTER,ADOPTION,REFERRAL-O,UNKNOWN,HEALTHY,COUNTY,COUNTY,95401,"95401(38.44366, -122.7246163)",1,26075
*MARX,CAT,DOMESTIC MH,DOMESTIC MH,BRN TABBY/WHITE,BRN TABBY,Neutered,SMALL,8/24/2023,K23-046379,LOBBY,A421032,10/8/2023,11/9/2023,32,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,*PETALUMA,94954,"94954(38.263265, -122.641035)",1,11139
*DAISY,CAT,DOMESTIC MH,DOMESTIC MH,CALICO/BRN TABBY,CALICO,Spayed,KITTN,7/29/2023,K23-046239,LOBBY,A420721,9/27/2023,11/9/2023,43,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,REFERRAL-O,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95401,"95401(38.44366, -122.7246163)",1,26075
*BALOO,DOG,AUST CATTLE DOG/MIX,AUST CATTLE DOG,BLUE TICK/BLACK,BLUE TICK,Neutered,MED,10/12/2022,K23-045027,DA39,A418267,6/14/2023,9/12/2023,90,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,94952,"94952(38.237, -122.640695)",1,11138
*ANCHOVY,DOG,ANATOL SHEPHERD,ANATOL SHEPHERD,TRICOLOR,TRICOLOR,Neutered,LARGE,1/7/2023,K23-046366,DA06,A421005,10/7/2023,11/11/2023,35,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366, -122.7246163)",1,26075
*CREAM,CAT,ABYSSINIAN/MIX,ABYSSINIAN,BRN TABBY,BRN TABBY,Spayed,SMALL,7/27/2023,K23-046162,LOBBY,A420543,9/20/2023,11/11/2023,52,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366, -122.7246163)",0,26075
*MISO,DOG,GERM SHEPHERD,GERM SHEPHERD,TAN/BLACK,TAN,Spayed,MED,5/9/2020,K23-044296,DA46,A415607,4/5/2023,11/11/2023,220,CONFISCATE,FLD_ARREST,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*HEALDSBURG,95448,"95448(38.613965, -122.869825)",1,31016
*PANDAN,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY/WHITE,BRN TABBY,Neutered,KITTN,8/19/2023,K23-046181,LOBBY,A420578,9/22/2023,11/11/2023,50,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,COUNTY,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)",1,26079
*LATCH,CAT,DOMESTIC MH,DOMESTIC MH,CALICO/BRN TABBY,CALICO,Spayed,KITTN,7/29/2023,K23-046241,LOBBY,A420723,9/27/2023,11/11/2023,45,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407,"95407(38.4127094, -122.7412153)",1,26079
*FLORENCE,CAT,DOMESTIC SH,DOMESTIC SH,GRAY,GRAY,Spayed,KITTN,7/13/2023,K23-046060,LOBBY,A420380,9/13/2023,11/11/2023,59,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,*PETALUMA,94954,"94954(38.263265, -122.641035)",1,11139
*BOLT,CAT,DOMESTIC SH,DOMESTIC SH,BLACK,BLACK,Neutered,KITTN,7/13/2023,K23-046057,LOBBY,A420377,9/13/2023,11/11/2023,59,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95407,"95407(38.4127094, -122.7412153)",1,26079
BUDDY BAXTER,DOG,ANATOL SHEPHERD/MIX,ANATOL SHEPHERD,TAN/BLACK,TAN,Neutered,X-LRG,1/6/2021,K23-044405,DA11,A414756,4/15/2023,10/25/2023,193,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,*ROHNERT PARK,SANTA ROSA,95409,"95409(38.46382, -122.67058)",0,26080
*JENNY,CAT,DOMESTIC SH,DOMESTIC SH,CALICO,CALICO,Spayed,SMALL,4/14/2023,K23-046466,CA02,A421240,10/14/2023,11/14/2023,31,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95472,"95472(38.4007555, -122.8277055)",1,31039
*BABY-SPICE,DOG,CHIHUAHUA LH/MIX,CHIHUAHUA LH,WHITE,WHITE,Spayed,SMALL,1/14/2023,K23-046462,DA01,A421238,10/14/2023,11/14/2023,31,STRAY,FLD_STRAY,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,*SEBASTOPOL,SANTA ROSA,95401,"95401(38.44366, -122.7246163)",1,26075
*OHMA,CAT,DOMESTIC MH,DOMESTIC MH,TORTIE,TORTIE,Spayed,KITTN,7/29/2023,K23-046242,LOBBY,A420724,9/27/2023,11/14/2023,48,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1,26080
BOOTS,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY,BRN TABBY,Neutered,KITTN,8/17/2023,K23-046509,LOBBY,A421310,10/17/2023,11/14/2023,28,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,COUNTY,COUNTY,95439,"95439(38.4901851, -122.7701347)",1,23749
*ROCKY ROAD,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY,BRN TABBY,Neutered,KITTN,8/24/2023,K23-046183,LOBBY,A420580,9/22/2023,11/14/2023,53,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,COUNTY,COUNTY,95439,"95439(38.4901851, -122.7701347)",1,23749
BUDDY BAXTER,DOG,ANATOL SHEPHERD/MIX,ANATOL SHEPHERD,TAN/BLACK,TAN,Neutered,X-LRG,1/6/2021,K23-044012,DI101,A414756,3/4/2023,4/13/2023,40,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,FINDER,HEALTHY,HEALTHY,OUT OF COUNTY,*ROHNERT PARK,94928,"94928(38.3499842, -122.6928413)",1,1829
*BUTTERSCOTCH,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY,BRN TABBY,Neutered,KITTN,8/19/2023,K23-046179,LOBBY,A420576,9/22/2023,11/14/2023,53,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1,26080
*SONTEE,CAT,DOMESTIC SH,DOMESTIC SH,ORG TABBY,ORG TABBY,Spayed,KITTN,7/25/2023,K23-045844,CA03,A420017,8/29/2023,11/14/2023,77,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95403,"95403(38.4716444, -122.7398255)",1,26076
BUDDY BAXTER,DOG,ANATOL SHEPHERD/MIX,ANATOL SHEPHERD,TAN/BLACK,TAN,Neutered,X-LRG,1/6/2021,K23-043521,DA18,A414756,1/6/2023,3/4/2023,57,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,95482,"95482(39.14502, -123.21137)",1,31041
ALFIE,CAT,DOMESTIC SH,DOMESTIC SH,ORG TABBY,ORG TABBY,Neutered,SMALL,5/21/2023,K23-046543,CA02,A421423,10/21/2023,11/14/2023,24,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,*SEBASTOPOL,95472,"95472(38.4007555, -122.8277055)",1,31039
*CAMMY,CAT,DOMESTIC MH,DOMESTIC MH,BLUE CREAM,BLUE CREAM,Spayed,SMALL,9/13/2021,K23-046672,CA02,A420011,11/4/2023,11/14/2023,10,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,REFERRAL-V,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1,26080
FARRAH,CAT,DOMESTIC SH,DOMESTIC SH,GRAY/WHITE,GRAY,Spayed,SMALL,5/3/2023,K23-046315,CA02,A420872,10/3/2023,11/15/2023,43,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,COUNTY,*SEBASTOPOL,95472,"95472(38.4007555, -122.8277055)",1,31039
*PUMPKIN,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY,BRN TABBY,Spayed,SMALL,7/27/2023,K23-046164,WESTFARM,A420545,9/20/2023,11/11/2023,52,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)",0,26079
*ELFIE,CAT,DOMESTIC SH,DOMESTIC SH,ORG TABBY,ORG TABBY,Spayed,KITTN,4/6/2023,K23-045914,CA02,A420146,9/2/2023,11/15/2023,74,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,*PETALUMA,94954,"94954(38.263265, -122.641035)",1,11139
*COLT,DOG,BORDER COLLIE/MIX,BORDER COLLIE,BLACK/WHITE,BLACK,Neutered,MED,10/7/2022,K23-045611,DA39,A419439,8/2/2023,11/15/2023,105,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95476,"95476(38.288405, -122.464525)",1,31040
PEANUT,DOG,CHIHUAHUA SH,CHIHUAHUA SH,TAN/WHITE,TAN,Spayed,SMALL,1/14/2023,K23-046463,DA01,A421237,10/14/2023,11/11/2023,28,STRAY,FLD_STRAY,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95403,"95403(38.4716444, -122.7398255)",1,26076
*MARCUS,DOG,LABRADOR RETR,LABRADOR RETR,YELLOW,YELLOW,Neutered,MED,11/5/2017,K23-046292,DA46,A420822,9/30/2023,11/15/2023,46,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,OUT OF COUNTY,95481,"95481(39.13319, -123.16626)",1,31041
*LUCIA,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY/TORTIE,BRN TABBY,Spayed,SMALL,7/27/2023,K23-046163,WESTFARM,A420544,9/20/2023,11/15/2023,56,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WESTFARM,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)",0,26076
JOSIE,DOG,GERM SHEPHERD/MIX,GERM SHEPHERD,BLACK,BLACK,Spayed,MED,9/21/2022,K23-045533,DA07,A419324,7/27/2023,9/26/2023,61,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,COUNTY,*PETALUMA,94952,"94952(38.237, -122.640695)",1,11138
*TONY,CAT,DOMESTIC SH,DOMESTIC SH,BRN TABBY,BRN TABBY,Neutered,KITTN,7/30/2023,K23-046285,LOBBY,A420815,9/30/2023,11/16/2023,47,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,COUNTY,*PETALUMA,94954,"94954(38.263265, -122.641035)",1,11139
BUTTON,DOG,TOY FOX TERRIER/MIX,TOY FOX TERRIER,WHITE/BROWN,WHITE,Neutered,SMALL,5/1/2022,K23-046426,DA35,A421111,10/11/2023,11/2/2023,22,STRAY,FLD_STRAY,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,*HEALDSBURG,*ROHNERT PARK,94928,"94928(38.3499842, -122.6928413)",1,1829
*ROSA,DOG,GERM SHEPHERD,GERM SHEPHERD,BLACK/TAN,BLACK,Spayed,LARGE,4/24/2015,K23-044071,FOSTER,A416137,3/13/2023,11/16/2023,248,STRAY,FIELD,ADOPTION,VOLUNTEER,HEALTHY,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95403,"95403(38.4716444, -122.7398255)",1,26076
*ROSS,DOG,FRENCH BULLDOG/MIX,FRENCH BULLDOG,BL BRINDLE,BL BRINDLE,Neutered,SMALL,9/19/2021,K23-046141,DA41,A420492,9/19/2023,11/16/2023,58,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,*PETALUMA,94954,"94954(38.263265, -122.641035)",1,11139
*LATTE,OTHER,GUINEA PIG,GUINEA PIG,BROWN/WHITE,BROWN,Female,SMALL,5/1/2022,K23-044396,CA01,A416734,4/14/2023,11/16/2023,216,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366, -122.7246163)",1,26075
*BEANS,OTHER,GUINEA PIG,GUINEA PIG,BROWN/WHITE,BROWN,Female,SMALL,5/1/2022,K23-044397,CA01,A416735,4/14/2023,11/16/2023,216,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401,"95401(38.44366, -122.7246163)",1,26075
*CAMO,DOG,GERM SHEPHERD,GERM SHEPHERD,BLACK/TAN,BLACK,Neutered,PUPPY,6/16/2023,K23-046479,DA46,A421267,10/16/2023,11/17/2023,32,STRAY,FIELD,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95409,"95409(38.46382, -122.67058)",1,26080
BANDIT,CAT,DOMESTIC SH,DOMESTIC SH,WHITE/BLACK,WHITE,Neutered,SMALL,8/29/2019,K23-045836,SMM,A420006,8/29/2023,9/15/2023,17,STRAY,FIELD,ADOPTION,FINDER,TREATABLE/MANAGEABLE,TREATABLE/MANAGEABLE,SANTA ROSA,SANTA ROSA,95407,"95407(38.4127094, -122.7412153)",1,26079
LILLITH,CAT,DOMESTIC SH,DOMESTIC SH,BLACK,BLACK,Spayed,SMALL,12/28/2020,K22-043426,CA02,A414566,12/28/2022,2/1/2023,35,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404,"95404(38.44511, -122.708)",1,26077
